# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN42040_c0_g1_i4%7Cg.10429%20TRINITY_DN42040_c0_g1_i4%7Cm.10429%20type%3A5prime_partial%20len%3A195%20(-)	TRINITY_DN42040_c0_g1_i4|g.10429	TRINITY_DN42040_c0_g1_i4|m.10429	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42040_c0_g1_i4%7Cg.10430%20TRINITY_DN42040_c0_g1_i4%7Cm.10430%20type%3Acomplete%20len%3A109%20(%2B)	TRINITY_DN42040_c0_g1_i4|g.10430	TRINITY_DN42040_c0_g1_i4|m.10430	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42053_c0_g1_i3%7Cg.11113%20TRINITY_DN42053_c0_g1_i3%7Cm.11113%20type%3A5prime_partial%20len%3A517%20(-)	TRINITY_DN42053_c0_g1_i3|g.11113	TRINITY_DN42053_c0_g1_i3|m.11113	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN42059_c0_g3_i2%7Cg.11146%20TRINITY_DN42059_c0_g3_i2%7Cm.11146%20type%3Acomplete%20len%3A585%20(-)	TRINITY_DN42059_c0_g3_i2|g.11146	TRINITY_DN42059_c0_g3_i2|m.11146	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42066_c1_g1_i2%7Cg.11049%20TRINITY_DN42066_c1_g1_i2%7Cm.11049%20type%3Acomplete%20len%3A590%20(-)	TRINITY_DN42066_c1_g1_i2|g.11049	TRINITY_DN42066_c1_g1_i2|m.11049	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42066_c1_g1_i2%7Cg.11050%20TRINITY_DN42066_c1_g1_i2%7Cm.11050%20type%3Acomplete%20len%3A261%20(%2B)	TRINITY_DN42066_c1_g1_i2|g.11050	TRINITY_DN42066_c1_g1_i2|m.11050	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42066_c1_g1_i2%7Cg.11051%20TRINITY_DN42066_c1_g1_i2%7Cm.11051%20type%3Acomplete%20len%3A162%20(%2B)	TRINITY_DN42066_c1_g1_i2|g.11051	TRINITY_DN42066_c1_g1_i2|m.11051	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42094_c0_g4_i1%7Cg.10191%20TRINITY_DN42094_c0_g4_i1%7Cm.10191%20type%3Acomplete%20len%3A393%20(-)	TRINITY_DN42094_c0_g4_i1|g.10191	TRINITY_DN42094_c0_g4_i1|m.10191	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42094_c0_g4_i1%7Cg.10192%20TRINITY_DN42094_c0_g4_i1%7Cm.10192%20type%3Acomplete%20len%3A372%20(%2B)	TRINITY_DN42094_c0_g4_i1|g.10192	TRINITY_DN42094_c0_g4_i1|m.10192	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42094_c0_g4_i1%7Cg.10193%20TRINITY_DN42094_c0_g4_i1%7Cm.10193%20type%3A5prime_partial%20len%3A344%20(%2B)	TRINITY_DN42094_c0_g4_i1|g.10193	TRINITY_DN42094_c0_g4_i1|m.10193	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42094_c0_g4_i1%7Cg.10194%20TRINITY_DN42094_c0_g4_i1%7Cm.10194%20type%3Acomplete%20len%3A322%20(-)	TRINITY_DN42094_c0_g4_i1|g.10194	TRINITY_DN42094_c0_g4_i1|m.10194	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42098_c1_g1_i5%7Cg.10150%20TRINITY_DN42098_c1_g1_i5%7Cm.10150%20type%3Acomplete%20len%3A326%20(%2B)	TRINITY_DN42098_c1_g1_i5|g.10150	TRINITY_DN42098_c1_g1_i5|m.10150	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42098_c1_g1_i5%7Cg.10151%20TRINITY_DN42098_c1_g1_i5%7Cm.10151%20type%3A5prime_partial%20len%3A278%20(-)	TRINITY_DN42098_c1_g1_i5|g.10151	TRINITY_DN42098_c1_g1_i5|m.10151	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42098_c1_g1_i5%7Cg.10154%20TRINITY_DN42098_c1_g1_i5%7Cm.10154%20type%3Acomplete%20len%3A132%20(-)	TRINITY_DN42098_c1_g1_i5|g.10154	TRINITY_DN42098_c1_g1_i5|m.10154	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42098_c1_g1_i5%7Cg.10155%20TRINITY_DN42098_c1_g1_i5%7Cm.10155%20type%3A3prime_partial%20len%3A114%20(-)	TRINITY_DN42098_c1_g1_i5|g.10155	TRINITY_DN42098_c1_g1_i5|m.10155	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42101_c0_g1_i1%7Cg.10858%20TRINITY_DN42101_c0_g1_i1%7Cm.10858%20type%3Acomplete%20len%3A733%20(%2B)	TRINITY_DN42101_c0_g1_i1|g.10858	TRINITY_DN42101_c0_g1_i1|m.10858	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN42102_c0_g3_i1%7Cg.11187%20TRINITY_DN42102_c0_g3_i1%7Cm.11187%20type%3A5prime_partial%20len%3A932%20(-)	TRINITY_DN42102_c0_g3_i1|g.11187	TRINITY_DN42102_c0_g3_i1|m.11187	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42102_c0_g3_i1%7Cg.11188%20TRINITY_DN42102_c0_g3_i1%7Cm.11188%20type%3Acomplete%20len%3A651%20(-)	TRINITY_DN42102_c0_g3_i1|g.11188	TRINITY_DN42102_c0_g3_i1|m.11188	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42102_c0_g3_i1%7Cg.11189%20TRINITY_DN42102_c0_g3_i1%7Cm.11189%20type%3Acomplete%20len%3A532%20(%2B)	TRINITY_DN42102_c0_g3_i1|g.11189	TRINITY_DN42102_c0_g3_i1|m.11189	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42102_c0_g3_i1%7Cg.11190%20TRINITY_DN42102_c0_g3_i1%7Cm.11190%20type%3A3prime_partial%20len%3A472%20(%2B)	TRINITY_DN42102_c0_g3_i1|g.11190	TRINITY_DN42102_c0_g3_i1|m.11190	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42103_c0_g5_i2%7Cg.10606%20TRINITY_DN42103_c0_g5_i2%7Cm.10606%20type%3A5prime_partial%20len%3A1034%20(%2B)	TRINITY_DN42103_c0_g5_i2|g.10606	TRINITY_DN42103_c0_g5_i2|m.10606	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42103_c0_g5_i2%7Cg.10607%20TRINITY_DN42103_c0_g5_i2%7Cm.10607%20type%3Acomplete%20len%3A702%20(%2B)	TRINITY_DN42103_c0_g5_i2|g.10607	TRINITY_DN42103_c0_g5_i2|m.10607	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42103_c0_g5_i2%7Cg.10609%20TRINITY_DN42103_c0_g5_i2%7Cm.10609%20type%3Acomplete%20len%3A157%20(%2B)	TRINITY_DN42103_c0_g5_i2|g.10609	TRINITY_DN42103_c0_g5_i2|m.10609	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42103_c0_g5_i2%7Cg.10611%20TRINITY_DN42103_c0_g5_i2%7Cm.10611%20type%3Acomplete%20len%3A110%20(-)	TRINITY_DN42103_c0_g5_i2|g.10611	TRINITY_DN42103_c0_g5_i2|m.10611	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42104_c0_g1_i3%7Cg.11199%20TRINITY_DN42104_c0_g1_i3%7Cm.11199%20type%3A5prime_partial%20len%3A1077%20(-)	TRINITY_DN42104_c0_g1_i3|g.11199	TRINITY_DN42104_c0_g1_i3|m.11199	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42104_c0_g1_i3%7Cg.11201%20TRINITY_DN42104_c0_g1_i3%7Cm.11201%20type%3Acomplete%20len%3A184%20(%2B)	TRINITY_DN42104_c0_g1_i3|g.11201	TRINITY_DN42104_c0_g1_i3|m.11201	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42133_c1_g2_i12%7Cg.57832%20TRINITY_DN42133_c1_g2_i12%7Cm.57832%20type%3A5prime_partial%20len%3A341%20(-)	TRINITY_DN42133_c1_g2_i12|g.57832	TRINITY_DN42133_c1_g2_i12|m.57832	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42133_c1_g2_i12%7Cg.57833%20TRINITY_DN42133_c1_g2_i12%7Cm.57833%20type%3Acomplete%20len%3A257%20(%2B)	TRINITY_DN42133_c1_g2_i12|g.57833	TRINITY_DN42133_c1_g2_i12|m.57833	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42133_c1_g2_i12%7Cg.57834%20TRINITY_DN42133_c1_g2_i12%7Cm.57834%20type%3A5prime_partial%20len%3A192%20(%2B)	TRINITY_DN42133_c1_g2_i12|g.57834	TRINITY_DN42133_c1_g2_i12|m.57834	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42133_c1_g2_i12%7Cg.57835%20TRINITY_DN42133_c1_g2_i12%7Cm.57835%20type%3Acomplete%20len%3A113%20(-)	TRINITY_DN42133_c1_g2_i12|g.57835	TRINITY_DN42133_c1_g2_i12|m.57835	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42138_c2_g2_i1%7Cg.57027%20TRINITY_DN42138_c2_g2_i1%7Cm.57027%20type%3Ainternal%20len%3A513%20(%2B)	TRINITY_DN42138_c2_g2_i1|g.57027	TRINITY_DN42138_c2_g2_i1|m.57027	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42138_c2_g2_i1%7Cg.57028%20TRINITY_DN42138_c2_g2_i1%7Cm.57028%20type%3Acomplete%20len%3A132%20(-)	TRINITY_DN42138_c2_g2_i1|g.57028	TRINITY_DN42138_c2_g2_i1|m.57028	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42140_c1_g1_i1%7Cg.58325%20TRINITY_DN42140_c1_g1_i1%7Cm.58325%20type%3A5prime_partial%20len%3A363%20(%2B)	TRINITY_DN42140_c1_g1_i1|g.58325	TRINITY_DN42140_c1_g1_i1|m.58325	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42140_c1_g1_i1%7Cg.58329%20TRINITY_DN42140_c1_g1_i1%7Cm.58329%20type%3A5prime_partial%20len%3A116%20(-)	TRINITY_DN42140_c1_g1_i1|g.58329	TRINITY_DN42140_c1_g1_i1|m.58329	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42147_c0_g2_i6%7Cg.57621%20TRINITY_DN42147_c0_g2_i6%7Cm.57621%20type%3Acomplete%20len%3A373%20(-)	TRINITY_DN42147_c0_g2_i6|g.57621	TRINITY_DN42147_c0_g2_i6|m.57621	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42147_c0_g2_i6%7Cg.57622%20TRINITY_DN42147_c0_g2_i6%7Cm.57622%20type%3A5prime_partial%20len%3A261%20(-)	TRINITY_DN42147_c0_g2_i6|g.57622	TRINITY_DN42147_c0_g2_i6|m.57622	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42147_c0_g2_i6%7Cg.57625%20TRINITY_DN42147_c0_g2_i6%7Cm.57625%20type%3Acomplete%20len%3A154%20(%2B)	TRINITY_DN42147_c0_g2_i6|g.57625	TRINITY_DN42147_c0_g2_i6|m.57625	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42162_c0_g2_i3%7Cg.57849%20TRINITY_DN42162_c0_g2_i3%7Cm.57849%20type%3A3prime_partial%20len%3A453%20(-)	TRINITY_DN42162_c0_g2_i3|g.57849	TRINITY_DN42162_c0_g2_i3|m.57849	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN42169_c2_g4_i1%7Cg.58224%20TRINITY_DN42169_c2_g4_i1%7Cm.58224%20type%3A3prime_partial%20len%3A415%20(%2B)	TRINITY_DN42169_c2_g4_i1|g.58224	TRINITY_DN42169_c2_g4_i1|m.58224	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42169_c2_g4_i1%7Cg.58225%20TRINITY_DN42169_c2_g4_i1%7Cm.58225%20type%3Acomplete%20len%3A106%20(-)	TRINITY_DN42169_c2_g4_i1|g.58225	TRINITY_DN42169_c2_g4_i1|m.58225	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42171_c0_g7_i2%7Cg.58241%20TRINITY_DN42171_c0_g7_i2%7Cm.58241%20type%3A5prime_partial%20len%3A618%20(%2B)	TRINITY_DN42171_c0_g7_i2|g.58241	TRINITY_DN42171_c0_g7_i2|m.58241	protein_coding	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN42171_c0_g7_i2%7Cg.58242%20TRINITY_DN42171_c0_g7_i2%7Cm.58242%20type%3Acomplete%20len%3A139%20(-)	TRINITY_DN42171_c0_g7_i2|g.58242	TRINITY_DN42171_c0_g7_i2|m.58242	protein_coding	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42189_c1_g1_i3%7Cg.57378%20TRINITY_DN42189_c1_g1_i3%7Cm.57378%20type%3A5prime_partial%20len%3A369%20(-)	TRINITY_DN42189_c1_g1_i3|g.57378	TRINITY_DN42189_c1_g1_i3|m.57378	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42189_c1_g2_i2%7Cg.57380%20TRINITY_DN42189_c1_g2_i2%7Cm.57380%20type%3A5prime_partial%20len%3A365%20(%2B)	TRINITY_DN42189_c1_g2_i2|g.57380	TRINITY_DN42189_c1_g2_i2|m.57380	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN42192_c0_g3_i1%7Cg.58317%20TRINITY_DN42192_c0_g3_i1%7Cm.58317%20type%3Acomplete%20len%3A276%20(%2B)	TRINITY_DN42192_c0_g3_i1|g.58317	TRINITY_DN42192_c0_g3_i1|m.58317	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42202_c2_g1_i1%7Cg.58269%20TRINITY_DN42202_c2_g1_i1%7Cm.58269%20type%3A5prime_partial%20len%3A1054%20(%2B)	TRINITY_DN42202_c2_g1_i1|g.58269	TRINITY_DN42202_c2_g1_i1|m.58269	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42202_c2_g1_i1%7Cg.58270%20TRINITY_DN42202_c2_g1_i1%7Cm.58270%20type%3A3prime_partial%20len%3A315%20(-)	TRINITY_DN42202_c2_g1_i1|g.58270	TRINITY_DN42202_c2_g1_i1|m.58270	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42202_c2_g1_i1%7Cg.58271%20TRINITY_DN42202_c2_g1_i1%7Cm.58271%20type%3A3prime_partial%20len%3A195%20(-)	TRINITY_DN42202_c2_g1_i1|g.58271	TRINITY_DN42202_c2_g1_i1|m.58271	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42202_c2_g1_i1%7Cg.58273%20TRINITY_DN42202_c2_g1_i1%7Cm.58273%20type%3Acomplete%20len%3A176%20(-)	TRINITY_DN42202_c2_g1_i1|g.58273	TRINITY_DN42202_c2_g1_i1|m.58273	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ORF%20TRINITY_DN42207_c1_g2_i1%7Cg.57534%20TRINITY_DN42207_c1_g2_i1%7Cm.57534%20type%3Acomplete%20len%3A417%20(%2B)	TRINITY_DN42207_c1_g2_i1|g.57534	TRINITY_DN42207_c1_g2_i1|m.57534	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42244_c0_g1_i8%7Cg.4964%20TRINITY_DN42244_c0_g1_i8%7Cm.4964%20type%3A5prime_partial%20len%3A303%20(-)	TRINITY_DN42244_c0_g1_i8|g.4964	TRINITY_DN42244_c0_g1_i8|m.4964	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42244_c0_g1_i8%7Cg.4965%20TRINITY_DN42244_c0_g1_i8%7Cm.4965%20type%3Acomplete%20len%3A249%20(-)	TRINITY_DN42244_c0_g1_i8|g.4965	TRINITY_DN42244_c0_g1_i8|m.4965	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42244_c0_g1_i8%7Cg.4966%20TRINITY_DN42244_c0_g1_i8%7Cm.4966%20type%3Acomplete%20len%3A121%20(-)	TRINITY_DN42244_c0_g1_i8|g.4966	TRINITY_DN42244_c0_g1_i8|m.4966	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42255_c0_g1_i1%7Cg.5114%20TRINITY_DN42255_c0_g1_i1%7Cm.5114%20type%3Acomplete%20len%3A890%20(-)	TRINITY_DN42255_c0_g1_i1|g.5114	TRINITY_DN42255_c0_g1_i1|m.5114	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42255_c0_g1_i1%7Cg.5116%20TRINITY_DN42255_c0_g1_i1%7Cm.5116%20type%3Acomplete%20len%3A151%20(%2B)	TRINITY_DN42255_c0_g1_i1|g.5116	TRINITY_DN42255_c0_g1_i1|m.5116	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42255_c0_g1_i1%7Cg.5117%20TRINITY_DN42255_c0_g1_i1%7Cm.5117%20type%3A5prime_partial%20len%3A120%20(%2B)	TRINITY_DN42255_c0_g1_i1|g.5117	TRINITY_DN42255_c0_g1_i1|m.5117	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42263_c0_g4_i1%7Cg.3885%20TRINITY_DN42263_c0_g4_i1%7Cm.3885%20type%3Acomplete%20len%3A265%20(%2B)	TRINITY_DN42263_c0_g4_i1|g.3885	TRINITY_DN42263_c0_g4_i1|m.3885	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42263_c0_g4_i1%7Cg.3886%20TRINITY_DN42263_c0_g4_i1%7Cm.3886%20type%3A5prime_partial%20len%3A199%20(-)	TRINITY_DN42263_c0_g4_i1|g.3886	TRINITY_DN42263_c0_g4_i1|m.3886	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42265_c0_g1_i2%7Cg.3956%20TRINITY_DN42265_c0_g1_i2%7Cm.3956%20type%3Acomplete%20len%3A478%20(%2B)	TRINITY_DN42265_c0_g1_i2|g.3956	TRINITY_DN42265_c0_g1_i2|m.3956	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42265_c0_g1_i2%7Cg.3957%20TRINITY_DN42265_c0_g1_i2%7Cm.3957%20type%3Acomplete%20len%3A173%20(-)	TRINITY_DN42265_c0_g1_i2|g.3957	TRINITY_DN42265_c0_g1_i2|m.3957	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42265_c0_g1_i2%7Cg.3958%20TRINITY_DN42265_c0_g1_i2%7Cm.3958%20type%3Acomplete%20len%3A144%20(%2B)	TRINITY_DN42265_c0_g1_i2|g.3958	TRINITY_DN42265_c0_g1_i2|m.3958	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42283_c0_g1_i1%7Cg.4996%20TRINITY_DN42283_c0_g1_i1%7Cm.4996%20type%3Acomplete%20len%3A218%20(%2B)	TRINITY_DN42283_c0_g1_i1|g.4996	TRINITY_DN42283_c0_g1_i1|m.4996	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42283_c0_g1_i1%7Cg.4997%20TRINITY_DN42283_c0_g1_i1%7Cm.4997%20type%3Acomplete%20len%3A218%20(-)	TRINITY_DN42283_c0_g1_i1|g.4997	TRINITY_DN42283_c0_g1_i1|m.4997	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42283_c0_g1_i1%7Cg.4998%20TRINITY_DN42283_c0_g1_i1%7Cm.4998%20type%3Acomplete%20len%3A169%20(-)	TRINITY_DN42283_c0_g1_i1|g.4998	TRINITY_DN42283_c0_g1_i1|m.4998	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42283_c0_g1_i1%7Cg.4999%20TRINITY_DN42283_c0_g1_i1%7Cm.4999%20type%3Acomplete%20len%3A167%20(%2B)	TRINITY_DN42283_c0_g1_i1|g.4999	TRINITY_DN42283_c0_g1_i1|m.4999	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42283_c0_g1_i1%7Cg.5002%20TRINITY_DN42283_c0_g1_i1%7Cm.5002%20type%3A3prime_partial%20len%3A112%20(%2B)	TRINITY_DN42283_c0_g1_i1|g.5002	TRINITY_DN42283_c0_g1_i1|m.5002	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42283_c0_g1_i1%7Cg.5003%20TRINITY_DN42283_c0_g1_i1%7Cm.5003%20type%3A3prime_partial%20len%3A107%20(-)	TRINITY_DN42283_c0_g1_i1|g.5003	TRINITY_DN42283_c0_g1_i1|m.5003	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42285_c0_g1_i2%7Cg.3989%20TRINITY_DN42285_c0_g1_i2%7Cm.3989%20type%3A5prime_partial%20len%3A580%20(%2B)	TRINITY_DN42285_c0_g1_i2|g.3989	TRINITY_DN42285_c0_g1_i2|m.3989	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN42285_c0_g1_i2%7Cg.3991%20TRINITY_DN42285_c0_g1_i2%7Cm.3991%20type%3Acomplete%20len%3A137%20(%2B)	TRINITY_DN42285_c0_g1_i2|g.3991	TRINITY_DN42285_c0_g1_i2|m.3991	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42286_c0_g2_i1%7Cg.4641%20TRINITY_DN42286_c0_g2_i1%7Cm.4641%20type%3Acomplete%20len%3A514%20(-)	TRINITY_DN42286_c0_g2_i1|g.4641	TRINITY_DN42286_c0_g2_i1|m.4641	protein_coding	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN42295_c2_g3_i16%7Cg.4538%20TRINITY_DN42295_c2_g3_i16%7Cm.4538%20type%3A5prime_partial%20len%3A346%20(%2B)	TRINITY_DN42295_c2_g3_i16|g.4538	TRINITY_DN42295_c2_g3_i16|m.4538	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42295_c2_g3_i16%7Cg.4539%20TRINITY_DN42295_c2_g3_i16%7Cm.4539%20type%3A5prime_partial%20len%3A303%20(-)	TRINITY_DN42295_c2_g3_i16|g.4539	TRINITY_DN42295_c2_g3_i16|m.4539	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42295_c2_g3_i16%7Cg.4540%20TRINITY_DN42295_c2_g3_i16%7Cm.4540%20type%3Acomplete%20len%3A223%20(-)	TRINITY_DN42295_c2_g3_i16|g.4540	TRINITY_DN42295_c2_g3_i16|m.4540	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN42295_c2_g3_i16%7Cg.4541%20TRINITY_DN42295_c2_g3_i16%7Cm.4541%20type%3Acomplete%20len%3A196%20(%2B)	TRINITY_DN42295_c2_g3_i16|g.4541	TRINITY_DN42295_c2_g3_i16|m.4541	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42303_c0_g1_i3%7Cg.4771%20TRINITY_DN42303_c0_g1_i3%7Cm.4771%20type%3A5prime_partial%20len%3A332%20(-)	TRINITY_DN42303_c0_g1_i3|g.4771	TRINITY_DN42303_c0_g1_i3|m.4771	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN42303_c0_g1_i3%7Cg.4772%20TRINITY_DN42303_c0_g1_i3%7Cm.4772%20type%3Acomplete%20len%3A211%20(%2B)	TRINITY_DN42303_c0_g1_i3|g.4772	TRINITY_DN42303_c0_g1_i3|m.4772	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN42303_c0_g1_i3%7Cg.4773%20TRINITY_DN42303_c0_g1_i3%7Cm.4773%20type%3Acomplete%20len%3A180%20(-)	TRINITY_DN42303_c0_g1_i3|g.4773	TRINITY_DN42303_c0_g1_i3|m.4773	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
